checkpoint_ep,success_rate_%,collision_rate_%,timeout_rate_%,avg_reward,avg_steps,avg_rotation_actions,avg_omega,avg_speed,avg_min_distance
3200,68,32,0,374.0062412242946,129.41,26.73,2.166843876592098,0.8488548779091668,0.4591628238558769
2900,63,37,0,242.15089771097774,158.47,48.45,3.438531119322767,0.8060918270573865,0.44810987124219537
5600,59,41,0,179.23255437596202,172.65,31.19,2.4671910906545933,0.897596652602997,0.30213360840571113
6000,55,45,0,91.25730237494561,152.71,33.47,2.7088996389040427,0.9356340139367422,0.2744849528302439
3400,52,48,0,26.438408692933546,193.51,64.23,2.768872429110983,0.8157974175780658,0.3546536079142243
3600,51,49,0,19.418599835215943,194.98,55.53,2.1356239359287157,0.7819429192971428,0.37671949388459325
